location,total_sqft,bath,bhk,price,price_per_sqft
Kirkland,1680,1.75,3,427000,254.16666666666666
Seattle,930,1.0,2,390000,419.35483870967744
Kent,2390,2.5,3,363000,151.8828451882845
Seattle,2680,2.5,4,612000,228.3582089552239
Seattle,1790,1.75,4,380000,212.2905027932961
Auburn,1680,3.0,4,230000,136.9047619047619
Seattle,1570,1.75,3,580000,369.4267515923567
Seattle,2230,1.0,3,770000,345.2914798206278
Enumclaw,1260,2.0,4,207200,164.44444444444446
Sammamish,1790,2.0,3,525000,293.2960893854749
Seattle,2440,2.5,3,925000,379.0983606557377
Seattle,2410,2.25,4,883000,366.3900414937759
Woodinville,1780,2.5,4,455000,255.61797752808988
Renton,1900,2.5,3,343500,180.78947368421052
Seattle,960,1.0,2,244000,254.16666666666666
Kirkland,1640,1.75,3,397000,242.0731707317073
Seattle,850,1.0,2,180500,212.35294117647058
Seattle,2150,2.75,3,310000,144.1860465116279
Kent,2780,2.5,4,315000,113.30935251798562
Seattle,1030,1.0,3,718000,697.0873786407767
Auburn,1930,1.75,3,279950,145.05181347150258
Seattle,2080,2.5,3,689000,331.25
Sammamish,3520,2.5,4,828000,235.22727272727272
Seattle,890,1.0,2,150000,168.53932584269663
Seattle,1640,1.75,3,505400,308.1707317073171
Mercer Island,4860,3.25,5,1680000,345.679012345679
Seattle,1040,1.0,3,217450,209.08653846153845
Kirkland,2820,2.5,4,677000,240.0709219858156
Issaquah,1320,2.5,2,361000,273.4848484848485
Seattle,2590,2.5,3,620000,239.3822393822394
Federal Way,1540,2.25,3,176000,114.28571428571429
Kirkland,960,1.0,3,330000,343.75
Renton,1190,2.5,3,290000,243.69747899159663
Issaquah,2770,2.5,4,711000,256.67870036101084
Maple Valley,1060,1.75,3,295000,278.3018867924528
Renton,4010,3.25,5,1100000,274.3142144638404
Kent,1140,2.0,3,257500,225.87719298245614
Seattle,1910,1.0,4,240000,125.6544502617801
Sammamish,2340,2.5,4,645000,275.64102564102564
Seattle,1170,1.75,2,499000,426.4957264957265
Kirkland,1290,1.0,3,321000,248.8372093023256
Seattle,1810,2.5,3,449000,248.06629834254144
Seattle,1820,2.5,3,515000,282.967032967033
Kirkland,2220,1.5,4,456000,205.40540540540542
Issaquah,3830,3.75,3,865000,225.8485639686684
Duvall,2920,2.5,4,515500,176.54109589041096
Woodinville,2630,2.5,4,576925,219.36311787072242
Kent,1320,1.75,3,243000,184.0909090909091
Federal Way,1400,2.0,3,253400,181.0
Seattle,1600,2.5,3,292000,182.5
Renton,1490,2.5,3,271500,182.21476510067114
Redmond,2170,2.5,2,765000,352.53456221198155
Seattle,1280,3.25,3,375000,292.96875
Renton,1620,2.0,3,382880,236.34567901234567
Bellevue,2630,2.5,3,852500,324.1444866920152
Bellevue,1240,1.5,3,475000,383.06451612903226
Seattle,1300,1.75,3,462000,355.38461538461536
Mercer Island,2430,1.75,3,762400,313.7448559670782
Seattle,1890,1.5,4,330000,174.6031746031746
Sammamish,1890,2.25,3,473000,250.26455026455025
Seattle,2440,1.5,3,550000,225.40983606557376
Kirkland,1780,2.25,3,449500,252.52808988764045
Sammamish,2830,2.75,4,744000,262.8975265017668
Seattle,2490,2.0,4,700000,281.12449799196787
Issaquah,1560,2.5,4,511100,327.62820512820514
Kent,1980,2.5,3,317950,160.58080808080808
Woodinville,2070,2.5,3,542950,262.29468599033817
Bellevue,1490,1.75,3,490000,328.8590604026846
Seattle,3090,3.5,4,760000,245.9546925566343
Bothell,1580,2.25,3,475000,300.63291139240505
Mercer Island,5190,4.5,5,1700000,327.55298651252406
Kent,2692,2.75,3,435000,161.58989598811291
Snoqualmie,1740,2.5,3,399000,229.31034482758622
Seattle,1940,2.0,3,627000,323.1958762886598
Seattle,2150,2.5,4,346500,161.1627906976744
Bellevue,1320,1.5,3,412000,312.1212121212121
Woodinville,3360,2.5,4,845000,251.48809523809524
Seattle,1850,1.75,3,373000,201.6216216216216
Seattle,2880,2.25,4,725000,251.73611111111111
Seattle,2420,2.5,6,376000,155.37190082644628
Seattle,2020,1.0,3,552500,273.51485148514854
Seattle,2280,2.0,5,365000,160.08771929824562
Redmond,3010,2.5,4,700000,232.5581395348837
Auburn,2550,2.25,4,315000,123.52941176470588
Seattle,1540,2.0,4,262500,170.45454545454547
Seattle,2280,2.25,3,660000,289.4736842105263
Kent,2450,2.5,4,340000,138.77551020408163
Seattle,2950,2.5,5,660500,223.89830508474577
Seattle,690,1.0,1,280000,405.7971014492754
Seattle,800,1.0,1,267000,333.75
Renton,1470,1.0,2,230000,156.4625850340136
North Bend,1840,2.25,3,417000,226.6304347826087
Renton,1170,1.0,3,252000,215.3846153846154
Seattle,2344,1.75,5,791000,337.45733788395904
Seattle,1230,1.0,1,415000,337.3983739837398
Redmond,1150,1.75,3,339000,294.7826086956522
Seattle,1140,1.0,3,158000,138.59649122807016
Seattle,1660,1.0,3,535000,322.28915662650604
Seattle,1080,1.0,3,818900,758.2407407407408
Seattle,1720,2.0,4,550000,319.7674418604651
Seattle,590,1.0,2,240000,406.77966101694915
Seattle,1290,3.25,3,590000,457.3643410852713
Issaquah,1480,1.5,3,369300,249.52702702702703
Issaquah,2600,2.5,4,510000,196.15384615384616
Redmond,2040,2.5,3,542500,265.9313725490196
Renton,970,1.0,3,262500,270.6185567010309
Seattle,2620,3.0,6,900000,343.51145038167937
Bellevue,4560,3.5,4,1100000,241.2280701754386
Seattle,1750,1.75,3,368000,210.28571428571428
Seattle,3620,3.5,4,825000,227.90055248618785
Renton,1660,2.0,3,343500,206.9277108433735
Seattle,1360,1.0,4,273500,201.10294117647058
Kirkland,2044,2.5,3,1000000,489.23679060665364
Seattle,2370,3.0,5,770000,324.8945147679325
Seattle,1170,2.0,3,400000,341.88034188034186
Auburn,1660,1.0,3,225000,135.5421686746988
Kenmore,2020,1.0,4,345000,170.79207920792078
Bothell,2530,2.5,3,450000,177.86561264822134
Seattle,870,1.0,2,334850,384.88505747126436
Seattle,3670,3.0,5,605000,164.85013623978202
Bellevue,3180,3.5,5,760000,238.9937106918239
Seattle,1870,1.5,2,390000,208.55614973262033
Woodinville,1940,2.5,3,488000,251.5463917525773
Bellevue,4220,3.25,3,3300000,781.9905213270142
Woodinville,4820,4.5,5,1060000,219.91701244813277
Maple Valley,2400,2.0,3,608000,253.33333333333334
Seattle,2930,2.25,3,1390000,474.40273037542664
Seattle,800,1.0,2,299950,374.9375
Seattle,2200,3.25,3,818000,371.8181818181818
Federal Way,2400,2.5,3,355000,147.91666666666666
Seattle,5570,3.25,5,1860000,333.93177737881507
Seattle,1980,3.25,3,660000,333.3333333333333
Mercer Island,3530,2.25,3,2370000,671.3881019830028
Kirkland,3430,2.5,4,1210000,352.76967930029156
Kent,1720,2.5,3,255950,148.8081395348837
Sammamish,1930,1.5,3,475000,246.1139896373057
Kent,2140,1.75,4,362950,169.60280373831776
Redmond,1110,1.75,3,452000,407.2072072072072
Seattle,1970,1.75,3,315000,159.89847715736042
Seattle,1630,2.5,3,330950,203.03680981595093
Issaquah,2520,2.25,5,535000,212.3015873015873
Seattle,2270,2.25,4,479000,211.01321585903085
Seattle,1212,2.5,3,340000,280.52805280528054
Seattle,1890,2.0,4,312000,165.0793650793651
Maple Valley,1370,2.25,3,305000,222.62773722627736
Kent,1770,2.5,3,270000,152.54237288135593
Seattle,1710,2.5,3,529999,309.9409356725146
Mercer Island,1190,1.0,2,587100,493.3613445378151
Sammamish,1690,2.0,3,459800,272.07100591715977
Bellevue,1680,1.75,4,451000,268.45238095238096
Seattle,4340,3.25,3,2480000,571.4285714285714
Enumclaw,2040,2.25,3,525000,257.3529411764706
Seattle,1110,1.0,2,250000,225.22522522522522
Seattle,2040,2.0,5,475000,232.84313725490196
Auburn,1920,1.5,4,235000,122.39583333333333
Kent,1330,1.5,3,230000,172.93233082706766
Seattle,1630,1.0,4,581000,356.44171779141107
Bellevue,1520,1.0,3,415000,273.0263157894737
Bellevue,1520,1.0,3,522500,343.75
Renton,1340,1.5,3,383000,285.82089552238807
Renton,2500,1.75,3,315000,126.0
Seattle,1460,2.0,3,591000,404.7945205479452
Sammamish,3140,2.25,4,750000,238.8535031847134
Seattle,2150,1.75,3,430000,200.0
Woodinville,3140,2.5,4,712000,226.7515923566879
Woodinville,2310,2.5,3,510000,220.7792207792208
Seattle,710,1.0,2,480000,676.056338028169
Seattle,1460,1.0,3,538000,368.4931506849315
Seattle,730,2.75,2,464000,635.6164383561644
Redmond,1440,2.5,3,476000,330.55555555555554
Seattle,1130,2.0,3,349500,309.2920353982301
Federal Way,1810,2.25,3,270000,149.17127071823205
Kirkland,2710,2.5,3,740000,273.0627306273063
Kent,2740,2.5,4,395000,144.16058394160584
Redmond,1690,2.5,3,498000,294.67455621301775
Snoqualmie,1470,2.5,3,339900,231.22448979591837
Duvall,2830,2.5,3,539000,190.45936395759716
Sammamish,1410,1.0,3,400000,283.68794326241135
Renton,2170,2.5,3,225000,103.68663594470046
Seattle,1340,2.25,3,330000,246.26865671641792
Seattle,2480,3.0,3,1390000,560.483870967742
Issaquah,1990,2.75,3,490000,246.23115577889448
Auburn,2240,2.75,4,260000,116.07142857142857
Renton,2990,2.5,4,469900,157.1571906354515
Seattle,2120,1.75,6,493000,232.54716981132074
Fall City,2920,2.25,4,740000,253.42465753424656
Auburn,1700,1.75,4,148900,87.58823529411765
Sammamish,1620,2.5,2,475000,293.2098765432099
Seattle,760,1.0,2,415000,546.0526315789474
Auburn,1230,1.0,3,229500,186.58536585365854
Bellevue,4960,3.75,5,1360000,274.19354838709677
Kenmore,2030,2.5,4,385000,189.6551724137931
Auburn,1830,2.25,3,230000,125.68306010928961
Seattle,970,1.0,2,425000,438.1443298969072
Auburn,1000,1.0,2,189900,189.9
Seattle,750,1.0,2,238000,317.3333333333333
Kirkland,2620,2.5,4,968060,369.48854961832063
Bellevue,2220,1.5,4,921000,414.86486486486484
Seattle,3000,1.75,5,380000,126.66666666666667
Vashon,1060,1.0,1,285000,268.8679245283019
Renton,1980,2.5,4,449000,226.76767676767676
Seattle,1600,1.0,4,625000,390.625
Federal Way,2000,2.25,4,318989,159.4945
Seattle,1310,1.5,3,445000,339.69465648854964
Bellevue,1120,1.0,3,750000,669.6428571428571
Kirkland,3320,2.5,3,959000,288.855421686747
Federal Way,2370,2.5,3,330000,139.2405063291139
Seattle,830,1.5,2,425000,512.0481927710844
Seattle,940,1.0,3,280000,297.8723404255319
North Bend,2250,2.5,4,476500,211.77777777777777
Kirkland,2020,2.25,3,556000,275.2475247524753
Fall City,5240,5.25,4,1860000,354.9618320610687
Auburn,4083,3.5,4,637000,156.01273573352927
Seattle,1450,2.0,3,405000,279.3103448275862
Seattle,1170,1.0,5,397000,339.3162393162393
Redmond,3555,2.75,4,895990,252.0365682137834
Kenmore,1610,2.0,3,259000,160.8695652173913
Kenmore,960,1.0,2,420000,437.5
Seattle,1680,2.5,3,518000,308.3333333333333
Seattle,1380,1.75,3,425000,307.9710144927536
Seattle,1040,1.0,2,182500,175.48076923076923
Seattle,1380,1.5,3,549900,398.4782608695652
Kirkland,1850,1.75,3,445000,240.54054054054055
Seattle,1740,1.75,2,452000,259.7701149425287
Seattle,1920,1.75,5,715000,372.3958333333333
Kirkland,2010,2.5,3,559000,278.1094527363184
Bellevue,8020,6.25,5,3300000,411.4713216957606
Kent,1860,1.75,4,250000,134.40860215053763
Seattle,4390,4.0,5,1230000,280.18223234624145
Maple Valley,2380,2.25,4,276500,116.17647058823529
Renton,2880,2.5,4,440000,152.77777777777777
Seattle,2820,2.25,6,543200,192.6241134751773
Seattle,750,1.0,1,250000,333.3333333333333
Redmond,1750,2.5,4,625000,357.14285714285717
Seattle,1540,1.0,3,530100,344.2207792207792
Seattle,1140,1.75,2,549900,482.36842105263156
Bellevue,1560,1.5,4,430000,275.64102564102564
Sammamish,2960,2.5,3,835000,282.0945945945946
Kenmore,2140,2.75,4,409500,191.3551401869159
Seattle,1600,2.5,4,329000,205.625
Seattle,2080,2.75,4,940000,451.9230769230769
Seattle,1560,2.0,3,539950,346.12179487179486
Auburn,2880,2.5,4,579950,201.37152777777777
Seattle,2510,3.0,5,881000,350.996015936255
Seattle,960,1.0,3,362500,377.6041666666667
Enumclaw,1120,1.0,2,243950,217.8125
Snoqualmie,3310,2.75,4,658000,198.79154078549848
Federal Way,1080,1.5,3,218250,202.08333333333334
Sammamish,2860,2.5,4,655000,229.020979020979
Kent,1490,2.0,3,255000,171.14093959731542
Seattle,1210,1.0,3,215000,177.68595041322314
Seattle,2240,1.75,3,1270000,566.9642857142857
Seattle,4575,4.75,4,2920000,638.2513661202186
Seattle,1600,2.5,3,424305,265.190625
Seattle,2090,1.75,4,494000,236.36363636363637
Kirkland,2260,2.5,4,560000,247.78761061946904
Seattle,1200,1.0,3,130000,108.33333333333333
Enumclaw,2480,2.5,4,468000,188.70967741935485
Seattle,2240,3.0,5,480000,214.28571428571428
Seattle,1550,1.75,3,475000,306.4516129032258
Kent,2130,1.75,4,285000,133.80281690140845
Seattle,2870,3.0,5,765000,266.55052264808364
Snoqualmie,1160,1.0,2,208000,179.31034482758622
Kent,2430,2.5,3,372000,153.08641975308643
Seattle,900,1.0,2,470000,522.2222222222222
Kirkland,2830,2.75,5,451000,159.36395759717314
Redmond,1620,1.75,4,442200,272.962962962963
Federal Way,2510,2.5,4,330000,131.47410358565736
Seattle,1790,1.75,3,335000,187.15083798882682
Kent,1640,2.0,3,280000,170.73170731707316
Seattle,2240,1.75,3,625000,279.01785714285717
Renton,1870,2.5,3,345000,184.49197860962568
Renton,1500,1.0,4,255950,170.63333333333333
Seattle,1490,1.0,4,570000,382.5503355704698
Mercer Island,2230,1.5,3,685000,307.17488789237666
Kent,1710,1.75,3,273148,159.7356725146199
Maple Valley,1620,2.5,3,246500,152.1604938271605
Renton,2250,2.5,5,349950,155.53333333333333
Seattle,1700,2.0,4,545000,320.5882352941176
Seattle,1502,2.5,3,403000,268.30892143808256
Kent,1900,2.5,4,299950,157.8684210526316
Sammamish,3320,2.5,3,792000,238.55421686746988
Seattle,1980,2.5,5,418000,211.11111111111111
Seattle,1670,1.0,4,332500,199.10179640718562
Black Diamond,2235,2.5,3,337000,150.78299776286354
Seattle,1070,1.0,2,212000,198.13084112149534
Bellevue,1800,2.25,2,542000,301.1111111111111
Snoqualmie,2980,2.5,4,622500,208.89261744966444
Auburn,1670,1.75,3,260000,155.688622754491
Issaquah,2620,1.75,3,525000,200.38167938931298
Bellevue,5470,3.5,5,975000,178.24497257769653
Seattle,3080,1.75,4,1140000,370.12987012987014
Kirkland,940,1.0,3,500000,531.9148936170212
Seattle,1870,2.25,5,554000,296.2566844919786
Maple Valley,2070,2.5,4,343000,165.70048309178745
Kenmore,950,1.75,2,515000,542.1052631578947
Seattle,1290,1.0,2,492000,381.3953488372093
Redmond,2570,3.0,4,655000,254.86381322957197
Auburn,1600,2.5,3,290000,181.25
Seattle,2550,1.5,4,952500,373.52941176470586
Seattle,1010,1.0,2,235000,232.67326732673268
Seattle,1720,1.5,3,323000,187.7906976744186
Seattle,2200,2.5,3,1050000,477.27272727272725
Vashon,384,0.75,0,265000,690.1041666666666
Enumclaw,1400,1.0,2,200000,142.85714285714286
Seattle,1830,2.25,3,419995,229.5054644808743
Kirkland,3110,3.0,3,1500000,482.3151125401929
Kirkland,1600,2.5,3,455000,284.375
Carnation,3600,3.5,3,660000,183.33333333333334
Woodinville,1390,1.0,3,319000,229.49640287769785
Enumclaw,2092,1.75,3,390000,186.4244741873805
Seattle,1200,1.5,3,718500,598.75
Seattle,1090,1.0,2,474000,434.86238532110093
Seattle,2140,2.0,4,615750,287.73364485981307
Kirkland,2010,2.5,3,551000,274.12935323383084
Federal Way,1500,2.25,3,230000,153.33333333333334
Redmond,3500,2.5,4,790000,225.71428571428572
Seattle,2660,2.5,3,1230000,462.406015037594
Duvall,1440,2.25,3,325000,225.69444444444446
Redmond,2780,2.75,4,705000,253.59712230215828
North Bend,1580,1.75,4,259000,163.9240506329114
Seattle,1250,1.5,3,306000,244.8
Seattle,970,1.0,3,315000,324.74226804123714
Seattle,1100,1.0,3,392500,356.8181818181818
Mercer Island,3240,2.25,4,1070000,330.24691358024694
Seattle,1290,2.5,2,350500,271.70542635658916
Seattle,3810,3.5,4,825000,216.53543307086613
Seattle,1500,1.0,4,235000,156.66666666666666
Fall City,2660,2.0,3,650000,244.3609022556391
Seattle,2400,3.0,4,675000,281.25
Renton,1860,1.0,4,265000,142.4731182795699
Seattle,1450,1.0,2,822500,567.2413793103449
Seattle,2260,2.75,3,705000,311.94690265486724
Seattle,5540,4.75,6,2630000,474.7292418772563
Seattle,1300,1.5,2,685000,526.9230769230769
Seattle,1610,2.0,4,630000,391.30434782608694
Mercer Island,3820,3.25,4,1250000,327.22513089005236
Seattle,1820,2.5,4,359000,197.25274725274724
Kent,5820,5.0,4,784500,134.79381443298968
Mercer Island,2470,2.0,3,850000,344.12955465587044
Kent,3040,2.5,3,410000,134.8684210526316
Renton,1120,1.75,4,252000,225.0
Bellevue,1880,1.75,5,618000,328.72340425531917
Seattle,1070,1.0,3,265000,247.66355140186917
Kirkland,1560,2.0,3,465000,298.0769230769231
Seattle,870,1.0,2,240000,275.86206896551727
Federal Way,1000,1.0,3,217000,217.0
Seattle,2520,2.25,4,415000,164.68253968253967
Federal Way,1700,2.0,2,274000,161.1764705882353
Seattle,2150,3.0,5,420000,195.34883720930233
Seattle,1590,2.75,4,1060000,666.6666666666666
Bellevue,4670,5.25,4,1420000,304.06852248394006
Seattle,1800,2.0,3,618500,343.6111111111111
Enumclaw,1670,1.5,3,295000,176.64670658682635
Sammamish,1010,2.0,3,400000,396.03960396039605
Kenmore,2550,2.5,3,595000,233.33333333333334
Bellevue,3700,3.0,4,1730000,467.56756756756755
Maple Valley,1350,1.75,3,261000,193.33333333333334
Seattle,1660,2.5,5,780000,469.87951807228916
Seattle,1390,1.5,3,589000,423.7410071942446
Auburn,1720,1.75,3,230000,133.72093023255815
Issaquah,2980,3.5,4,690000,231.54362416107384
Sammamish,2190,2.25,4,524000,239.26940639269407
Seattle,1230,2.5,2,380000,308.9430894308943
Seattle,1000,1.0,3,357500,357.5
Enumclaw,2500,2.0,3,330000,132.0
Seattle,2240,1.75,5,635000,283.48214285714283
Seattle,2820,3.0,9,934000,331.20567375886526
Issaquah,1400,1.75,2,358500,256.07142857142856
Seattle,1470,1.5,3,401000,272.7891156462585
Federal Way,1820,2.0,3,270000,148.35164835164835
Seattle,2060,2.0,4,705000,342.2330097087379
Carnation,1670,2.0,3,325000,194.61077844311376
Seattle,1540,1.0,3,384950,249.96753246753246
Seattle,1210,1.0,3,310000,256.198347107438
Woodinville,3430,2.5,4,829950,241.96793002915453
Kent,2550,2.5,3,353000,138.4313725490196
Renton,1060,1.0,2,170500,160.8490566037736
Sammamish,3670,2.5,4,885250,241.2125340599455
Bellevue,4420,3.25,4,2700000,610.8597285067873
Enumclaw,1550,1.5,3,245000,158.06451612903226
Seattle,1190,2.5,3,469000,394.11764705882354
Seattle,1300,1.0,3,455000,350.0
Auburn,2430,2.5,4,305000,125.51440329218107
Issaquah,4290,4.5,7,840000,195.8041958041958
Bellevue,3500,3.5,5,905000,258.57142857142856
Auburn,1680,2.0,3,219200,130.47619047619048
Bellevue,1250,1.5,3,455000,364.0
Seattle,1020,1.0,2,195000,191.1764705882353
Seattle,1510,1.0,3,799000,529.1390728476821
Seattle,910,1.0,2,285000,313.1868131868132
Woodinville,1320,1.5,3,300000,227.27272727272728
Seattle,900,1.0,2,83000,92.22222222222223
Seattle,890,1.0,2,220000,247.19101123595505
Federal Way,1240,2.5,2,174500,140.7258064516129
Issaquah,2960,2.5,4,695000,234.7972972972973
Renton,1020,1.5,3,255000,250.0
Bellevue,2590,2.25,5,539000,208.1081081081081
Seattle,1100,1.0,2,552700,502.45454545454544
Mercer Island,1300,1.0,3,571500,439.61538461538464
Seattle,1200,1.0,3,263700,219.75
Seattle,7710,4.0,8,3300000,428.01556420233464
Federal Way,1390,2.0,2,186950,134.49640287769785
Fall City,1430,1.75,3,520000,363.6363636363636
Kirkland,1250,1.5,3,358000,286.4
Seattle,840,0.75,2,210000,250.0
Bellevue,5020,3.75,5,3650000,727.0916334661355
Redmond,2060,2.25,4,543000,263.59223300970876
Seattle,2000,2.25,4,330000,165.0
Seattle,1530,2.0,3,529000,345.7516339869281
Seattle,700,1.0,1,295000,421.42857142857144
Kirkland,950,1.0,3,365000,384.2105263157895
Seattle,1380,3.0,3,473000,342.7536231884058
Seattle,1830,1.0,3,403500,220.49180327868854
Seattle,1790,1.5,3,544000,303.9106145251397
Seattle,1340,1.0,3,621000,463.43283582089555
Seattle,1520,2.25,3,672600,442.5
Seattle,1370,1.75,2,689800,503.5036496350365
Seattle,1470,1.5,3,613000,417.00680272108843
Bellevue,2500,2.25,4,808000,323.2
Seattle,1060,1.0,3,301000,283.9622641509434
Duvall,1210,1.75,3,340000,280.9917355371901
Kent,920,1.0,3,206000,223.91304347826087
Mercer Island,1340,1.5,3,550000,410.44776119402985
Seattle,960,1.0,2,325000,338.5416666666667
Issaquah,1630,2.5,3,475000,291.41104294478527
Kirkland,1840,1.75,3,432100,234.83695652173913
Renton,3085,2.0,3,359000,116.36952998379255
Seattle,920,1.0,3,490000,532.6086956521739
