location,total_sqft,bath,bhk,floors,zipcode,price
Seattle,720,1,2,1,98199,419000
Woodinville,2180,2.5,3,2,98077,650000
Kent,1130,1,2,1,98032,239000
Seattle,2230,2.5,4,2,98103,900000
Kenmore,2100,1.75,5,1,98028,330000
Vashon,2060,1.75,3,1,98070,510000
Maple Valley,3060,2.5,4,2,98038,465000
Redmond,2810,2.75,3,2,98052,1700000
Bothell,2550,2.25,3,1,98011,490000
Medina,4290,3,5,2,98039,2680000
Woodinville,3040,2.25,3,1,98072,1000000
Duvall,2530,2.75,4,2,98019,469950
Seattle,1300,1.75,3,1.5,98115,536000
Kent,1790,2.5,4,1,98030,244950
Seattle,1530,1,3,1,98103,575000
Seattle,2380,2.75,5,1,98178,361000
Bellevue,2400,2.25,5,1,98008,650000
Seattle,1030,1,2,1,98118,230005
Auburn,3250,2.5,4,1,98092,293000
Kenmore,1970,3,3,1,98028,445000
Seattle,1940,1.5,4,1,98118,280000
Issaquah,1850,2.25,3,1,98029,520000
Redmond,3900,3.25,4,2,98053,780000
Auburn,3160,1.75,3,1,98001,625000
Seattle,1440,1.75,3,1,98188,239950
Seattle,2040,1.5,3,1,98118,335000
Issaquah,2120,2.5,3,2,98029,612000
Seattle,830,1,2,1,98198,200000
Federal Way,3140,1.75,3,1,98023,345000
Kirkland,2410,2.5,4,1,98034,520000
Seattle,2190,2.25,4,2,98119,855000
Seattle,2190,1.75,4,1,98116,567500
Federal Way,1210,1.5,3,1,98003,208000
Seattle,1880,1.75,3,1,98115,452000
Bothell,2410,3,3,2,98011,555000
Renton,2620,2.75,5,1,98056,519000
Seattle,1850,2.25,3,2,98118,474950
Redmond,1760,2.25,3,1,98053,419000
Seattle,860,1,2,1,98119,390000
Bellevue,2620,2.25,7,2,98007,539000
Seattle,2400,1.75,4,1,98166,569000
Seattle,1850,1,3,1.5,98103,611000
Auburn,4040,2.5,3,2,98092,760000
Bellevue,1940,2,3,1,98007,732000
Seattle,3490,2.5,3,2,98125,1680000
Sammamish,3170,2.75,5,2,98074,919950
Bothell,2530,2.5,4,1,98011,400000
Redmond,3230,2.5,4,2,98053,785000
Bellevue,2120,2.25,3,2,98005,835000
Seattle,1640,1.75,2,1,98125,640500
Auburn,2130,2.5,4,2,98001,310000
Kirkland,1440,1,4,1.5,98034,355000
Seattle,1940,1.75,3,1,98136,685000
Seattle,1120,1,3,1,98178,202500
Snoqualmie,2400,2.5,3,2,98065,540000
Kent,1810,2.5,4,2,98031,295000
Seattle,1270,1,3,1.5,98118,518000
Maple Valley,1350,1.75,2,1,98038,250000
Snoqualmie,1550,2,2,1.5,98065,330000
Seattle,1620,1,2,1,98117,481000
Kirkland,2650,2.25,3,1,98034,898000
Redmond,2510,1.75,5,1.5,98052,570000
Duvall,2040,2.5,4,2,98019,475000
Federal Way,1660,2.5,3,2,98003,265000
Seattle,1980,2.5,3,2,98166,380000
Bellevue,2690,2.5,4,2,98007,790000
Seattle,2910,2.25,2,2,98136,620000
Seattle,2720,3.5,4,2,98125,709050
Seattle,1280,1,3,1,98126,296500
Woodinville,2160,2.5,3,2,98077,475000
Issaquah,1760,2.25,3,1,98027,440000
Seattle,800,1,2,1,98117,405000
Seattle,930,1,2,1,98108,269500
Bellevue,2040,1.75,5,1,98007,520000
Seattle,1180,1,1,1,98198,229500
Federal Way,2000,1.75,4,1,98003,335000
Woodinville,3310,2.75,4,2,98077,680000
Seattle,3130,3.5,4,2,98115,1390000
Seattle,2300,2.5,4,1,98136,740000
Federal Way,2140,2.25,3,1,98003,270000
Seattle,2210,2,4,1.5,98126,510000
Seattle,970,1,2,1,98106,300000
Mercer Island,2690,2.25,5,1,98040,1300000
Seattle,1890,2,4,1.5,98105,675000
Bellevue,3140,3.25,6,2,98006,925850
Issaquah,1440,1,2,1,98027,255500
Federal Way,2910,2.5,3,2,98003,450000
Auburn,1310,1,3,1,98092,280000
Kent,2140,2.25,4,2,98032,245000
Kirkland,1090,1,3,1,98034,344950
Kirkland,1330,1.75,3,1,98034,381000
Bellevue,4690,4,4,2,98004,1950000
Bellevue,1910,1.5,3,1,98004,1500000
Auburn,1750,1.75,3,2,98002,232603
Seattle,1760,2.5,5,1.5,98106,220000
Kirkland,1810,1.75,4,1,98033,600000
Kent,1360,2.5,3,2,98030,239000
Seattle,1730,1.75,3,1,98125,400000
Seattle,4710,2.75,6,2,98105,2180000
Seattle,1010,1,3,1,98155,350000
Woodinville,2400,2.5,3,2,98077,562000
Renton,1540,1.5,3,1,98056,380000
Seattle,1480,1.75,4,1,98199,511200
Issaquah,2520,2.5,4,2,98029,680000
Seattle,1210,3.25,3,2,98133,350000
Kent,2670,2.5,5,1,98042,410000
Bellevue,3030,2.5,4,1.5,98004,1050000
Redmond,1440,2,3,1,98053,391265
Medina,3250,2.25,4,2,98039,1410000
Seattle,1750,2,3,1,98116,575000
Redmond,2120,1.5,4,2,98053,316000
Seattle,1050,1,3,1.5,98106,165000
Seattle,1950,2.25,3,1.5,98119,850000
Issaquah,1020,1,3,1,98027,210000
Renton,1820,2.5,4,1,98058,325000
Redmond,2390,2.5,4,2,98053,682000
Kirkland,1400,2.5,3,2,98034,430000
Seattle,1540,1.5,3,1,98125,325500
Seattle,2370,1.75,3,1,98178,385000
Seattle,670,1,1,1,98103,435000
Bellevue,2420,1,4,2,98006,550000
Seattle,1000,1,3,1,98125,400000
Kirkland,2100,2.75,4,1,98034,503000
Sammamish,2800,2.5,4,2,98074,676000
Kent,940,1,3,1.5,98032,180000
Auburn,1640,2,3,1.5,98002,234000
Seattle,2760,2.5,4,1.5,98107,734200
Maple Valley,3660,3.25,3,2,98038,920000
Medina,3070,2.5,4,1,98039,1920000
Auburn,1100,1.75,3,1,98092,224000
Bellevue,3130,2.75,3,1,98008,1400000
Auburn,1320,1,3,1,98002,185000
Seattle,1470,1.75,3,1.5,98107,554600
Kent,1480,1.75,3,1,98032,268000
Bellevue,2260,2.25,4,1,98008,675000
Redmond,2210,2.25,4,1,98052,620000
Issaquah,1540,1.75,3,1,98027,396450
Bellevue,1910,1.75,5,1,98006,565000
Seattle,1760,1.75,3,1,98144,410000
Seattle,2240,3,4,1.5,98109,1190000
Kirkland,2110,2.25,3,1,98033,716125
Redmond,1396,1,2,1,98053,225000
Seattle,3040,2.75,4,2,98125,640000
Seattle,1140,1,2,1,98116,374000
Seattle,1780,2,4,1,98155,415000
Issaquah,3370,2.5,4,1,98027,592500
Seattle,1484,2.5,3,3,98115,365000
Sammamish,2230,2.5,4,1,98074,600000
Auburn,2820,2.5,4,2,98092,465000
Auburn,1580,1,3,1,98001,254999
Kent,2040,2.5,4,2,98042,279000
Auburn,2720,2.5,3,2,98001,460000
Seattle,1490,2.25,4,2,98122,507000
Seattle,1560,1.75,3,1,98178,291000
Seattle,830,1.5,2,2,98122,350000
Auburn,980,1,3,2,98092,90000
Renton,1980,1.75,3,1,98058,329000
Bellevue,3680,2.5,4,2,98006,909000
Renton,860,1,2,1,98056,187000
Seattle,1850,1.75,3,1,98105,580000
Duvall,1620,2.5,3,2,98019,345000
Seattle,2240,2.5,4,2,98118,497000
Seattle,1010,1,3,1.5,98118,345000
Renton,1610,1.75,3,1,98058,313500
Kirkland,2720,2.5,3,2,98033,910000
Seattle,2080,1.5,3,1,98125,399950
Seattle,1930,2,4,1,98168,268000
Seattle,2250,1.75,4,1,98136,559000
Seattle,1980,2.25,3,1,98198,309000
Snoqualmie,1960,2.5,3,2,98065,410000
Renton,1320,1,3,1,98056,259000
Seattle,2940,2,5,2,98102,950000
Seattle,1460,1,4,1.5,98155,320000
Seattle,2330,2.5,4,1,98115,1150000
Seattle,2620,2,3,1,98198,394250
Seattle,700,1,1,1,98103,315000
Issaquah,1140,2,2,1,98027,480000
North Bend,2750,2.5,3,2,98045,556000
Snoqualmie,2480,2.5,3,2,98065,450000
Seattle,1130,1.5,3,1,98125,420000
Seattle,2770,3.75,6,1,98107,890000
Kent,1710,2,4,1,98031,295000
Renton,2150,2.25,4,2,98059,410000
Auburn,2250,2.5,3,2,98092,308900
Seattle,2960,2.5,4,1,98115,1160000
Redmond,2300,2.5,2,1,98053,665000
Seattle,1740,1.75,3,1,98116,577000
Seattle,2830,2.5,3,3,98117,959000
Seattle,1240,1.75,2,1,98126,471000
Issaquah,2180,2.5,3,2,98029,560000
Mercer Island,2510,2.25,5,2,98040,955000
Bellevue,6630,5.5,7,2,98006,1240000
Seattle,2300,2.5,3,1,98177,579000
Federal Way,3220,2.25,4,2,98023,335000
Snoqualmie,2270,2.5,3,2,98065,485000
Bellevue,1840,2.5,3,1,98007,552000
Sammamish,3820,3.25,4,2,98074,950000
Auburn,1660,2,3,1,98092,203700
Federal Way,3360,3.5,4,2,98023,412000
Maple Valley,1350,2,3,1,98038,237500
Seattle,2970,3.5,4,2,98117,866800
Seattle,1000,1,3,1,98115,425000
Auburn,1190,2,3,1,98092,200000
Seattle,1670,1.75,3,1,98118,280000
Renton,1200,1.5,3,2,98055,140000
Renton,2250,2.5,5,1,98058,370000
Seattle,1040,0.75,2,1,98119,550000
Bellevue,3180,2.5,2,2,98006,1410000
Bellevue,3180,2.5,2,2,98006,1510000
Bellevue,2040,1.5,4,1,98007,510000
Kenmore,1160,1,3,1,98028,351000
Seattle,880,1,3,1,98146,210000
Enumclaw,2290,1.75,4,1.5,98022,449999
Seattle,950,1,3,1,98106,137000
Kent,1010,1,3,1,98042,270000
Maple Valley,3100,2.5,3,1,98038,540000
Seattle,2560,3,5,1,98155,565000
Seattle,2430,1.5,4,2.5,98112,940000
Vashon,830,1,2,1,98070,385000
Duvall,2090,3,3,1,98019,400000
Renton,2030,2,3,1,98056,365000
Seattle,1060,1,2,2,98144,353250
Seattle,1090,1.5,2,1,98117,455000
Vashon,3400,3.5,4,2,98070,475000
Seattle,1920,1.75,4,1,98125,571500
Seattle,1150,1,2,1,98118,441000
Bellevue,3970,2.75,6,1,98005,810000
Sammamish,1880,2.25,3,2,98074,550000
Seattle,1500,1,2,1,98109,736000
Carnation,2190,1.75,3,1,98014,375000
Redmond,2530,2.5,3,2,98052,717500
Seattle,1930,1.75,2,1,98177,581000
Seattle,1510,2,3,2,98116,629000
Seattle,5510,4.25,3,2,98177,3800000
Kent,1100,2,3,1,98042,225000
Maple Valley,1730,2.5,3,2,98038,315000
Issaquah,1480,2.5,3,3,98029,425000
Seattle,1150,1,3,1,98106,346500
Bellevue,1950,2.25,3,1,98006,550000
Redmond,2380,1.75,3,1,98052,565000
Seattle,3100,2,4,1.5,98103,1000000
Seattle,2010,2,2,1.5,98108,400000
Seattle,2270,2,4,2,98116,724950
Mercer Island,2050,1.75,3,1,98040,623000
Seattle,650,1,2,1,98122,295000
Seattle,2780,3.25,4,2,98133,700000
Seattle,1300,1.5,2,2,98107,482000
Sammamish,2730,2.5,3,2,98075,770000
Federal Way,3140,2.5,4,1,98023,310000
Bellevue,2410,2.25,4,2,98008,720000
Seattle,1180,1,3,1.5,98125,355000
Renton,2600,2.5,4,2,98056,512000
Seattle,1400,1.5,2,3,98125,303000
Renton,2220,2.5,5,1,98058,299000
Kent,1660,2.5,3,2,98042,285000
Mercer Island,2330,1.75,3,1,98040,680000
Seattle,1440,1.75,4,1,98166,285000
Bellevue,2920,2.25,4,1,98006,707000
Seattle,1760,2,3,1,98199,690000
Woodinville,2860,2.25,4,2,98072,872000
Seattle,2090,1.75,4,1,98166,290000
Kenmore,1910,1.75,4,1,98028,425000
Bellevue,3280,2.75,3,1,98006,925000
Seattle,1770,1,3,1,98155,340500
Seattle,920,1,2,1,98118,365000
Bellevue,1690,1.75,3,1,98004,725000
Seattle,2470,3,3,2,98117,811000
Renton,1040,1,3,1,98059,299000
Seattle,1220,2,4,1,98146,287500
Seattle,3500,2.25,4,1,98146,879950
Seattle,760,1,2,1,98178,135900
Mercer Island,3070,2.25,4,1,98040,1230000
Seattle,2100,1.75,4,1,98177,522500
Seattle,1660,1.5,4,1,98155,399500
Seattle,1430,1,3,1.5,98118,450000
Federal Way,1620,1,4,1,98023,218000
Auburn,1490,2,3,1,98092,289999
Seattle,1170,1,2,1,98107,540000
Sammamish,1240,1,3,1,98074,324950
Seattle,2910,2,3,2,98118,718500
Enumclaw,2660,2,3,1,98022,495000
Auburn,2220,2,6,1,98002,260000
Bellevue,1920,1.5,4,1,98006,430000
Duvall,2780,3.25,3,2,98019,402500
Seattle,3110,3,4,2.5,98105,1420000
Kent,1820,2.25,3,1,98031,275000
Federal Way,1765,2.25,3,2,98003,250000
Bellevue,1800,2.75,3,1,98006,665000
Kent,2650,2.5,3,1,98042,425000
Seattle,1410,1,2,1.5,98103,760000
Redmond,1650,2.5,3,2,98053,447000
Federal Way,1180,1,3,1,98003,205000
Federal Way,800,1.5,3,1,98023,191000
Seattle,1430,1.75,2,1,98146,350000
Bellevue,3300,3.5,5,2,98006,789888
Seattle,1220,1,2,1,98125,443000
Seattle,3530,3.5,4,2,98177,695000
Seattle,1380,2,4,1.5,98103,560000
Seattle,1410,1.75,3,1,98107,550000
Redmond,3360,2.5,2,2,98053,850000
Renton,2270,2.75,4,1,98058,352750
Duvall,2890,2.5,4,2,98019,550000
Seattle,1750,1,5,1.5,98122,774900
Renton,1010,1,3,1,98056,250000
Bellevue,3780,2.5,4,2,98006,962800
Auburn,1880,1.75,3,1,98092,299500
Seattle,800,1,2,1,98125,250000
Issaquah,4720,4,5,2,98027,745000
Snoqualmie,1060,1,2,1.5,98065,279475
Renton,2530,2.25,3,2,98056,450000
Seattle,1980,2.25,5,1,98198,307700
Seattle,1650,1,3,1,98199,665000
Snoqualmie,1890,2.75,3,2,98065,375000
Federal Way,3360,2.5,4,2,98023,420000
Seattle,630,1,2,1,98106,148000
Seattle,1980,1.5,3,2,98109,707000
Seattle,990,1,3,1,98136,399000
Maple Valley,3420,2.5,4,2,98038,570000
Redmond,3440,2.25,4,2,98053,853000
Bellevue,1300,1,3,1,98005,400000
Vashon,2040,1.75,2,1.5,98070,615000
Bellevue,1250,1,3,1,98007,463000
Seattle,1960,2.5,4,1,98146,600000
Seattle,2720,2.5,5,1,98108,429000
Bellevue,3250,4.25,4,2,98004,980000
Kent,3190,3.75,6,2,98042,359500
Sammamish,2570,2.5,4,2,98074,715000
Kent,1420,1.75,3,1,98030,240000
Bothell,2120,2,4,1,98011,455000
Maple Valley,2080,2.5,3,1,98038,610000
Redmond,2740,2.75,3,2,98052,675000
Seattle,1250,1.75,3,1,98198,283500
Seattle,2150,1,2,1.5,98118,235000
Bellevue,3230,2.5,4,1,98006,827000
Seattle,860,1,2,1,98125,353000
Renton,2810,2.5,4,2,98059,747500
Seattle,1040,1,2,1,98144,341000
Seattle,1160,1,3,1,98168,182000
Maple Valley,1470,2,3,2,98038,250000
Kirkland,2350,3.5,4,2,98033,655000
Seattle,1660,2.25,3,1,98133,405000
Sammamish,2020,1.75,4,1,98074,390000
Seattle,890,1,2,1,98155,275400
Kirkland,2430,2.25,3,2,98033,791000
Redmond,1460,1.75,3,1,98052,424500
Seattle,980,1,3,1,98116,430000
Kirkland,2580,2.5,4,2,98033,865000
Seattle,1250,2,2,1,98198,163000
Bellevue,3140,2.75,4,1,98006,920000
Seattle,2680,3.25,5,2,98122,1030000
Renton,1810,1.75,3,1,98055,325000
Maple Valley,2090,2.5,5,2,98038,315000
Seattle,1120,1,4,1,98146,227000
Seattle,1790,1.75,4,1.5,98168,179000
Seattle,870,1,2,1,98144,276000
Black Diamond,3160,1.5,4,1.5,98010,335000
Kenmore,2350,2,3,1,98028,430000
Kent,1810,2.5,3,2,98042,266490
Seattle,3160,2.75,4,1,98115,655000
Seattle,1660,2,3,1,98103,635500
Seattle,2500,2.5,5,1,98198,235000
Bellevue,2880,2.5,3,2,98006,885000
Seattle,1470,1,3,1,98133,352500
Bellevue,1460,2.5,3,2,98007,450000
Medina,5490,6,5,2,98039,3640000
Seattle,2480,2.25,3,1,98136,1050000
Seattle,1140,2.25,2,3,98103,476000
Maple Valley,1830,2.5,3,2,98038,375000
Seattle,3110,3.5,4,2,98148,600600
Seattle,2630,1.75,4,1,98177,567000
Redmond,2390,1.75,4,1,98052,650000
Renton,1750,2,5,1,98056,190000
Enumclaw,4370,3.5,4,1,98022,858000
Seattle,1020,1.75,1,1,98115,435500
Seattle,2500,2,3,1,98107,685000
Federal Way,1540,2,3,2,98023,252000
Kenmore,2200,2.25,4,2,98028,512500
Bellevue,1940,2.5,3,2,98006,423800
Bellevue,1453,2.25,3,2,98006,460000
Kirkland,1830,2.75,3,2,98034,434000
Seattle,2000,1,3,1,98178,244000
Seattle,1400,1,3,1.5,98133,348125
Woodinville,2400,3.25,4,2,98072,585000
Auburn,1390,1,3,1,98001,230000
North Bend,1680,2,3,1,98045,450000
Seattle,1820,2,5,1,98108,393000
Seattle,1140,1,2,1,98103,517000
Kirkland,1060,1,3,1,98033,400000
Redmond,3050,1.75,2,2,98053,890000
Seattle,970,1,3,1,98198,205950
Enumclaw,1320,1,3,1.5,98022,209000
Seattle,1890,1.75,4,1,98125,430000
Seattle,2040,1.75,4,1.5,98105,534000
Seattle,2370,3,4,1.5,98115,735000
Issaquah,2720,2.25,3,2,98027,873000
Redmond,1970,2.25,4,1,98052,475000
Seattle,2180,1.75,3,1,98118,325000
Duvall,2990,2.25,3,2,98019,500000
Kent,2180,2.75,4,1,98031,279000
Issaquah,1440,2,3,1,98029,350000
Sammamish,3180,2.25,4,2,98074,660000
Seattle,1643,1.5,2,1,98198,324950
Seattle,1530,2,4,1,98133,500000
Seattle,1310,1,2,1,98146,187300
Seattle,2800,3.5,5,2.5,98122,345600
Bellevue,1510,1.5,3,1,98008,400000
Seattle,2700,3,5,2,98115,935000
Renton,2220,1.75,4,1,98056,374000
Duvall,1440,1.75,3,2,98019,328000
Seattle,1300,2,3,1,98178,257500
Seattle,2230,2.5,4,2,98112,1000000
Seattle,1390,1.75,2,1,98198,216500
Bellevue,2760,2.25,3,2,98005,1190000
Seattle,3200,2.5,4,2,98188,360000
Seattle,1240,0.75,3,1,98112,699999
Woodinville,1960,2.5,3,2,98077,535000
Seattle,2190,2,3,1,98146,464950
Bellevue,3540,2.5,4,2,98006,925000
Seattle,2640,3.25,3,2,98105,930000
Seattle,2660,2,3,1.5,98116,727500
Seattle,1670,1.75,4,1,98125,325000
Seattle,3080,3.25,3,2,98117,695000
Kirkland,2890,2.75,4,1,98034,585000
Seattle,1800,2.25,3,1,98188,319000
Kent,2000,2.5,6,1.5,98032,265000
Seattle,1940,1.75,5,1.5,98166,359000
Seattle,1940,1.75,5,1.5,98166,390000
Woodinville,960,1,3,1,98072,374500
Woodinville,1750,1.5,2,2,98072,661000
Seattle,2320,2.5,3,2,98112,900000
Seattle,2380,2.5,5,1,98115,600000
Mercer Island,6490,4.25,5,2,98040,2000000
Seattle,1620,1.75,4,1.5,98144,512500
Auburn,1770,1.75,3,1,98092,229500
Issaquah,2320,2.5,3,2,98027,589000
Seattle,1330,2.5,3,3,98117,539950
Seattle,3420,2.5,4,2,98166,640000
Federal Way,1270,1,3,1,98023,218250
Seattle,2550,3.5,4,2,98177,675000
North Bend,1860,2,5,2,98045,338000
Renton,1020,1,3,1,98058,231750
Seattle,720,1,1,1,98146,199900
Sammamish,4460,3.5,4,2,98075,1060000
Federal Way,1830,2.75,4,1,98023,263000
Seattle,1520,1.5,3,1,98198,279950
Seattle,1080,1.5,3,1.5,98115,395000
Federal Way,1900,2,3,1,98023,252500
Woodinville,5300,3.75,4,2,98077,1150000
Auburn,1370,1,3,1,98001,205000
Bellevue,2960,2.5,5,1,98008,654000
Fall City,960,1,3,1,98024,200000
Kirkland,2190,2.5,3,2,98033,700000
Medina,3990,3.25,4,2,98039,2720000
Seattle,1200,1.75,2,1,98125,306000
Kent,1780,2.5,3,2,98042,270000
Auburn,2630,2.25,3,2,98092,340000
North Bend,2300,2.5,4,1,98045,450000
Kirkland,3210,2.75,4,1,98034,580000
Seattle,2290,1.75,4,1,98126,435000
Renton,2780,2.5,4,2,98059,690000
Kirkland,2650,2.5,4,2,98033,720000
Redmond,1840,2.25,3,1,98052,403000
Bothell,1560,2.75,3,1,98011,440000
Kent,1200,1,3,1,98032,178500
Enumclaw,1900,2.5,4,1,98022,270000
Seattle,710,1,2,1,98166,129888
Maple Valley,1360,1.75,3,1,98038,260000
Kent,2990,2.5,5,2,98042,339950
Duvall,1640,1,3,2,98019,250000
Kent,3650,3.5,3,1,98031,680000
Seattle,2920,3,10,2,98105,660000
Bellevue,3680,3.5,3,2,98007,1230000
Bellevue,1830,2,3,1,98006,550000
Sammamish,2570,2.75,5,2,98075,675000
Redmond,2730,3.25,3,2,98052,981000
Auburn,1150,1,3,1.5,98001,168000
Sammamish,4260,3,4,2,98075,1000000
North Bend,1260,1,3,1,98045,320000
Mercer Island,4440,3.25,6,1,98040,959000
Seattle,2300,1,4,1,98106,372000
North Bend,1920,2.5,3,2,98045,391500
Seattle,1080,1,2,1.5,98126,390000
Seattle,890,1,2,1,98118,302000
Seattle,1650,3.5,3,2,98109,495000
Seattle,1820,2.5,3,3,98103,504500
Seattle,2320,1.75,4,1.5,98117,555000
Seattle,3260,3.5,4,2,98105,1550000
Seattle,1730,1.5,3,1,98116,550000
Seattle,3320,2.5,4,2.5,98112,1800000
Seattle,1660,1,1,1,98117,655000
Kent,3290,2.5,3,2,98042,685000
Seattle,2280,2,4,1,98115,721000
Seattle,3650,4.25,4,1.5,98119,1520000
Maple Valley,1620,2.5,4,2,98038,365000
Seattle,2020,2,3,1,98125,458000
Renton,1150,1,2,1,98058,280000
Seattle,1940,1.75,4,1,98115,628000
Renton,3440,2.5,4,2,98059,781500
Renton,2000,1.75,3,1,98058,295000
Seattle,750,1,2,1,98117,435000
Seattle,1420,1.75,3,1,98146,300000
Black Diamond,880,1,2,1,98010,208500
Redmond,2680,2.5,2,1,98053,930000
Seattle,860,2,2,1,98118,316000
Kent,1310,2,3,1,98042,249900
Seattle,1780,2.25,3,2,98144,675000
Issaquah,1440,2.25,3,2,98029,447000
Seattle,1510,2,3,1.5,98122,675000
Seattle,2100,2.5,4,3,98144,546000
Seattle,1310,2,3,3,98133,310000
Seattle,1280,1,3,1,98178,190000
Bellevue,1320,1.5,3,1,98004,650000
Seattle,1740,2.5,3,2,98112,585000
Kirkland,2910,2.5,4,2,98033,1430000
Sammamish,2500,2.5,4,1,98074,565000
Seattle,1100,1,3,1.5,98108,174900
Seattle,1381,2.25,3,3,98125,360000
Seattle,960,1,3,1,98155,234000
Kirkland,3840,3,8,1,98034,575000
Kent,2200,2.5,3,2,98042,315000
Auburn,1250,1,3,1,98001,225000
Kenmore,2380,1.5,3,1,98028,370000
Seattle,1500,1,3,1,98107,606000
Renton,1410,2,3,1,98058,272500
Seattle,1680,1.75,3,1,98115,475000
Renton,1500,1,3,1,98059,270000
Seattle,2710,1.75,4,1,98126,624000
Seattle,1730,1.75,3,1.5,98133,355000
Seattle,960,1,3,1,98133,345000
Auburn,2380,2.5,4,2,98092,342000
Enumclaw,1120,1.75,3,1.5,98022,316000
Maple Valley,2960,2.5,4,2,98038,539950
Seattle,1580,2,3,1,98178,221347
Renton,1870,2.5,3,2,98055,330000
Enumclaw,1810,2.5,4,1,98022,279000
Seattle,2550,3,4,1.5,98103,850000
Bellevue,1910,1.75,3,1,98004,746000
Seattle,1200,2,2,1,98109,478000
Seattle,2420,2.75,4,1.5,98103,820000
Seattle,3080,3.5,3,2,98199,2160000
Bellevue,3850,3,3,2,98006,820000
Seattle,3000,2,3,2,98177,887000
Auburn,1360,1,3,1,98001,159000
Seattle,3670,4.25,7,2,98199,824000
Seattle,2270,2.5,4,2,98117,812000
Federal Way,1750,2.5,4,2,98023,242000
Snoqualmie,3550,2.5,4,2,98065,625000
Seattle,2370,1,4,1.5,98146,399888
Kent,1670,2.25,3,2,98042,289000
Renton,1860,2,3,1,98058,400000
Kirkland,4460,2.5,3,2,98033,1550000
Seattle,1080,1,2,1,98117,345000
Seattle,1080,1,2,1,98117,874950
Seattle,2280,2.75,3,1,98103,875000
Redmond,2540,2.5,4,2,98053,628990
Seattle,2560,3.5,2,1,98107,535000
Bellevue,2390,2.75,4,1,98004,770126
Bellevue,2870,2.5,4,1,98006,710000
Seattle,1510,1.75,3,1,98126,465000
Seattle,2200,1.75,3,1,98133,359000
Seattle,720,0.75,2,1,98106,151000
Bellevue,2970,2.5,3,2,98006,820000
Federal Way,960,1.5,3,1,98023,160000
Seattle,1420,1.75,4,1.5,98117,535000
Seattle,1800,2.25,3,1,98155,365000
Sammamish,3090,2.5,4,2,98075,708000
Kent,1200,1,3,1,98032,215000
Medina,4065,3.5,4,2,98039,1950000
Renton,2570,2.5,4,2,98059,390000
Seattle,1530,2,3,1,98115,570000
Woodinville,1500,1.75,3,1,98072,383000
Kent,2490,3,4,2,98042,370000
Duvall,3040,2.5,4,2,98019,454000
Seattle,4140,3.25,5,1,98177,1400000
Renton,1690,1.75,4,1,98056,371000
Bellevue,1430,1.75,3,1,98008,530000
Bothell,2490,2.75,4,1,98011,608000
Seattle,1350,1.75,3,1,98125,450000
Sammamish,3140,2.5,4,2,98075,780000
Kent,2340,2.5,4,2,98042,290000
Auburn,1610,1.75,3,1,98092,225000
Woodinville,3320,2.5,4,2,98077,805000
Bothell,2390,2.5,3,2,98011,660000
Renton,1180,1.75,3,1,98059,299000
Seattle,1260,2.25,2,3,98103,530000
Seattle,1800,2.5,3,1,98199,680000
Auburn,1790,1.75,4,1,98001,199900
Seattle,1760,1.75,3,1,98178,224000
Kent,1540,1.75,3,1,98031,244000
Seattle,1260,1.75,4,1,98117,485000
Kent,2240,2.5,4,2,98030,330000
Seattle,1630,2,4,1.5,98119,509000
Renton,2350,2.5,4,2,98059,440000
Enumclaw,1350,2,3,1,98022,244000
Seattle,1320,1.75,4,1,98106,399700
Seattle,1950,2.5,4,1.5,98107,519000
Seattle,2100,1,4,1,98168,211000
Seattle,3480,2.5,3,1,98177,950000
Sammamish,1830,2.5,3,2,98074,410000
Seattle,2640,2,4,2,98117,750000
Federal Way,900,1,3,1,98023,133400
Enumclaw,1553,2,3,1,98022,240000
Redmond,1710,2.5,3,2,98052,539000
North Bend,3400,3,4,2,98045,688000
Seattle,1270,1.5,3,1,98115,465000
Seattle,2960,1.75,3,1,98116,936000
Redmond,3040,2.5,4,2,98053,620000
Seattle,1430,1.75,3,1,98133,429950
Maple Valley,1520,2.5,3,2,98038,296475
Seattle,1820,2,4,1,98155,330000
Redmond,1800,2.25,3,1,98052,445000
Seattle,2720,3.25,4,2,98118,846000
Seattle,1980,1.75,4,1,98116,725000
Federal Way,2550,2.5,4,2,98023,369000
Bellevue,2210,1.75,3,1,98005,625000
Redmond,2120,2,3,2,98053,535000
Auburn,1570,1.5,4,1,98002,229950
Auburn,1310,1.75,3,1,98092,229999
Seattle,3150,3.5,5,2,98115,850000
Issaquah,3870,4.5,4,2,98027,589900
Seattle,1840,1,2,1,98144,513000
Issaquah,1120,1,3,1,98027,401000
Seattle,1440,2.5,3,2,98146,260000
Seattle,2300,2.75,4,1,98177,525000
Renton,2070,3.5,3,1,98056,470000
Seattle,1420,1.5,4,1,98198,205000
Issaquah,2010,2.25,3,1,98027,620000
Seattle,1200,1.5,3,1,98146,229000
Seattle,1150,2,2,1,98115,445000
Seattle,1240,1,2,1,98168,215000
Redmond,1900,2.5,2,2,98053,504975
Bothell,2350,2.25,4,2,98011,495000
Kent,1120,1,3,1,98042,205000
Seattle,1020,1,1,1,98146,152275
Seattle,1930,2.25,4,1,98125,586000
